20200310,5100,5325,5100,5150,864446,449297472
20200309,5500,5500,5025,5025,879041,459877367
20200306,5950,5950,5675,5675,312825,180657227
20200305,6025,6050,5875,6050,405373,242160090
20200304,5900,6025,5875,5975,435666,259196942
20200303,5850,5975,5775,5900,538173,317573317
20200302,5700,5850,5625,5700,637658,365091367
20200228,5850,5850,5525,5525,1006939,564241170
20200227,6100,6100,5950,5950,448011,268389225
20200226,6100,6150,6050,6050,344537,210121465
20200225,6000,6275,5975,6225,407232,252994942
20200224,6050,6150,6025,6100,341906,208553692
20200221,6275,6300,6150,6200,338047,209725245
20200220,6275,6275,6125,6275,379954,236438500
20200219,6175,6250,6150,6250,351861,219149235
20200218,6050,6200,6050,6100,279603,172114945
20200217,6150,6175,6050,6100,165676,101268407
20200214,5975,6100,5925,6100,609010,367327082
20200213,5975,6025,5925,5950,330217,196986112
20200212,6075,6100,5925,5975,511007,305822717
20200211,6300,6300,6050,6100,543250,334058452
20200210,6400,6400,6175,6200,453669,282938272
20200207,6550,6550,6400,6400,139187,89607540
20200206,6500,6525,6425,6500,260158,168733970
20200205,6450,6500,6300,6400,322271,206573352
20200204,6350,6450,6300,6400,462728,295307695
20200203,6275,6425,6250,6275,345384,217749467
20200131,6650,6675,6350,6350,664604,427841915
20200130,6775,6800,6625,6625,253248,169345667
20200129,6850,6850,6750,6825,126461,86112597
20200128,6675,6825,6650,6825,234661,158052490
20200127,6975,6975,6700,6725,174708,118435195
20200124,7000,7050,6975,6975,137100,96106825
20200123,7050,7100,7000,7050,180202,127037445
20200122,7025,7075,6975,7000,201003,140669095
20200121,7025,7025,6925,7025,125203,87473330
20200120,7100,7125,6975,7000,223891,156933445
20200117,7075,7150,7000,7075,267148,188303012
20200116,7125,7200,7075,7125,385044,274211992
20200115,7150,7250,7025,7200,385351,275549207
20200114,6975,7175,6925,7175,412144,289957785
20200113,6850,6925,6825,6925,295852,203304452
20200110,6900,6925,6825,6825,176876,121316875
20200109,6800,6875,6750,6875,196912,133984767
20200108,6700,6825,6700,6775,151504,102543017
20200107,6800,6825,6675,6775,279630,188120780
20200106,6900,6900,6750,6750,222619,151762290
20200103,6925,6950,6825,6950,190688,131751020
20200102,6925,6925,6775,6875,150086,102561007
20191230,6925,6950,6850,6925,254940,176264955
20191227,6925,6925,6850,6925,137144,94553960
20191226,6800,6950,6800,6875,186852,128917492
20191223,7000,7000,6775,6900,236548,162281357
20191220,6850,6925,6750,6925,388867,267263845
20191219,6875,6900,6775,6850,172594,117884250
20191218,6875,6925,6750,6900,316149,217227965
20191217,6975,7000,6875,6950,298355,207110270
20191216,6900,7025,6875,6975,435176,302757452
20191213,6700,6900,6700,6850,669436,456787585
20191212,6575,6600,6550,6550,166267,109355240
20191211,6675,6675,6550,6550,227876,150547065
20191210,6625,6750,6625,6650,192291,128200527
20191209,6775,6775,6625,6675,163369,109323537
20191206,6675,6775,6625,6775,273951,184030607
20191205,6600,6700,6550,6700,264682,175067352
20191204,6500,6575,6475,6550,161541,105348595
20191203,6650,6675,6525,6525,155106,102319387
20191202,6500,6650,6500,6650,221147,145798112
20191129,6400,6575,6375,6500,334404,217807510
20191128,6425,6425,6350,6400,173534,110944607
20191127,6400,6475,6350,6425,375667,240952825
20191126,6575,6575,6350,6350,791663,506068920
20191125,6600,6600,6475,6500,248488,162232127
20191122,6600,6650,6575,6625,236000,156149172
20191121,6550,6650,6525,6600,196751,129591247
20191120,6600,6675,6550,6625,240830,159652152
20191119,6650,6700,6575,6650,181398,120673332
20191118,6525,6600,6525,6600,277291,181856702
20191115,6650,6650,6475,6525,303433,198390842
20191114,6675,6700,6550,6575,186959,123308125
20191113,6775,6775,6675,6725,205663,138175140
20191112,6650,6800,6550,6775,296331,198908152
20191111,6650,6650,6550,6650,193737,127996945
20191108,6700,6700,6550,6625,348786,230784177
20191107,6925,6925,6650,6725,298919,200555132
20191106,6975,6975,6825,6850,295655,203763747
20191105,6775,6950,6750,6900,420418,288666377
20191104,6800,6825,6700,6700,193391,130318012
20191101,6975,6975,6725,6800,172130,116990032
20191031,6950,6975,6825,6950,265021,183038560
20191030,7000,7000,6875,6950,223198,155108567
20191029,6875,6975,6875,6975,326816,226729762
20191028,6800,6900,6775,6900,122064,83683155
20191025,6950,6975,6775,6800,252456,173452085
20191024,6800,6975,6750,6950,442947,304926812
20191023,6700,6775,6650,6750,280156,188502960
20191022,6750,6750,6550,6750,320990,213343335
20191021,6700,6750,6600,6725,122450,82008330
20191018,6650,6750,6550,6700,380128,254000440
20191017,6350,6625,6325,6625,499795,325671990
20191016,6400,6425,6300,6375,325860,207303127
20191015,6400,6425,6350,6400,205906,131489890
20191014,6550,6600,6375,6425,212361,137170592
20191011,6275,6475,6275,6475,161811,103577540
20191010,6275,6350,6250,6275,121726,76665772
20191009,6300,6350,6250,6275,153762,96794912
20191008,6325,6400,6275,6350,253859,160439837
20191007,6400,6450,6300,6325,132501,84292410
20191004,6550,6550,6400,6425,106806,68903045
20191003,6400,6500,6300,6475,207698,133056337
20191002,6500,6550,6450,6450,111285,71960532
20191001,6550,6625,6550,6550,74525,48971437
20190930,6650,6675,6575,6600,210896,139651790
20190927,6700,6700,6600,6650,98310,65471875
20190926,6575,6700,6525,6700,379795,253029537
20190925,6400,6500,6400,6500,177815,114911717
20190924,6575,6625,6450,6475,297386,193003092
20190923,6575,6625,6550,6625,140449,92583977
20190920,6575,6600,6525,6575,458889,301378355
20190919,6725,6725,6575,6600,134788,89111927
20190918,6525,6700,6500,6700,246277,163447905
20190917,6700,6725,6475,6475,277453,182057107
20190916,6750,6775,6575,6700,255292,169848192
20190913,6850,6875,6725,6750,133980,90824400
20190912,6900,6925,6750,6750,188424,128548970
20190911,6700,6925,6675,6925,294497,199956860
20190910,6675,6725,6600,6675,202416,134717717
20190909,6750,6750,6625,6650,216196,144197685
20190906,6725,6750,6650,6750,214253,143578355
20190905,6575,6700,6525,6700,265519,176632960
20190904,6475,6500,6375,6500,255627,164811205
20190903,6600,6600,6400,6475,268125,173282510
20190902,6725,6725,6550,6550,180091,118456490
20190830,6500,6750,6475,6675,531584,354373340
20190829,6475,6500,6425,6425,180281,116231097
20190828,6525,6575,6425,6450,284990,184400012
20190827,6625,6625,6500,6525,796840,520197397
20190826,6475,6650,6425,6575,242757,158274740
20190823,6350,6575,6275,6575,353408,229494175
20190822,6375,6400,6250,6325,530703,334215132
20190821,6425,6500,6350,6350,213069,136079972
20190820,6475,6500,6375,6425,294659,189119660
20190819,6600,6600,6425,6425,317188,205265920
20190816,6575,6600,6500,6500,244161,159074420
20190815,6600,6625,6500,6525,369607,241894870
20190814,6725,6750,6600,6675,360121,239751522
20190813,6750,6750,6600,6675,341236,227165100
20190812,6850,6850,6725,6750,171861,116485202
20190809,6900,6950,6775,6775,227129,155358387
20190808,6750,6950,6750,6900,315215,215771527
20190807,6750,6850,6725,6725,316315,214130207
20190806,6800,6900,6750,6750,554299,375880562
20190805,6975,7025,6900,6925,448190,312014380
20190802,6950,7100,6950,7075,409428,288485537
20190801,7000,7075,6975,7025,372709,261939375
20190731,7150,7200,7000,7000,615153,432462612
20190730,7175,7275,7175,7275,307658,222098162
20190729,7075,7175,7050,7175,188410,134475645
20190726,7175,7175,7075,7075,266279,189317862
20190725,7225,7300,7175,7300,356435,258639720
20190724,7225,7250,7175,7175,255977,184678347
20190723,7150,7200,7125,7150,251561,180034085
20190722,7100,7150,7050,7100,180406,128201755
20190719,7175,7200,7075,7100,280084,199209025
20190718,7100,7200,7075,7150,223349,159335000
20190717,7400,7400,7100,7100,566684,406922162
20190716,7450,7475,7400,7450,181880,135155827
20190715,7500,7500,7400,7425,266287,198217855
20190712,7500,7500,7400,7450,317114,235747930
20190711,7475,7525,7425,7525,338213,252959455
20190710,7325,7450,7300,7450,394664,291365650
20190709,7325,7325,7225,7275,216897,157750932
20190708,7225,7325,7175,7300,208781,151512847
20190705,7200,7250,7150,7150,170847,122747752
20190704,7300,7300,7200,7250,251965,182262255
20190703,7275,7350,7225,7275,305257,221688272
20190702,7400,7400,7250,7300,304666,222692210
20190701,7475,7500,7300,7375,284661,210387582
20190628,7400,7475,7350,7450,222861,165422647
20190627,7250,7425,7250,7375,249163,183993127
20190626,7375,7375,7225,7250,202155,146789100
20190625,7275,7400,7275,7350,236069,172771862
20190624,7375,7450,7300,7350,237794,174748147
20190621,7625,7625,7350,7450,725972,539376270
20190620,7575,7625,7500,7600,269615,203808107
20190619,7550,7650,7550,7650,315200,239706650
20190618,7425,7500,7400,7500,173932,129694355
20190617,7425,7450,7375,7375,112397,83111472
20190614,7500,7575,7400,7425,282829,210812745
20190613,7450,7525,7375,7500,338604,252852035
20190612,7500,7575,7450,7500,275703,206838477
20190611,7525,7675,7450,7625,373870,282780540
20190610,7575,7700,7550,7675,503322,384629042
20190531,7250,7450,7175,7450,464788,341751212
20190529,7075,7275,7050,7200,288056,207441262
20190528,7200,7200,7050,7075,770660,546440377
20190527,7175,7225,7100,7125,208591,149118062
20190524,7125,7200,7050,7175,223720,160070472
20190523,7000,7125,6975,7100,264602,187438112
20190522,7000,7025,6850,7000,229675,160182000
20190521,6925,7050,6925,7000,350201,244761330
20190520,6650,6925,6625,6900,288658,196862955
20190517,6900,6925,6700,6700,251028,169553872
20190516,6900,6950,6725,6775,472455,321893177
20190515,7075,7075,6875,6950,307860,214304112
20190514,6900,7050,6825,7000,477822,332574005
20190513,7100,7150,6975,7025,269924,190386717
20190510,7200,7225,7075,7175,370664,264754882
20190509,7325,7350,7125,7150,425674,306092272
20190508,7450,7475,7375,7400,224522,166571030
20190507,7400,7550,7375,7525,227008,169832892
20190506,7350,7450,7300,7425,221522,163635990
20190503,7475,7500,7400,7425,308011,228768515
20190502,7600,7675,7450,7475,364067,273561110
20190430,7650,7675,7575,7625,294664,224489925
20190429,7525,7700,7500,7600,331693,251722317
20190426,7475,7650,7475,7650,315311,239322297
20190425,7550,7600,7400,7550,349057,261904685
20190424,7625,7675,7600,7650,220381,168390122
20190423,7625,7675,7550,7650,304849,232936142
20190422,7850,7850,7500,7525,339994,257969615
20190418,7925,8025,7775,7850,841919,664466725
20190416,7550,7800,7550,7750,375956,289065922
20190415,7575,7625,7475,7600,298946,225705637
20190412,7450,7575,7450,7475,208754,156649072
20190411,7675,7675,7475,7550,235892,178059395
20190410,7725,7725,7625,7675,256821,197013622
20190409,7475,7750,7475,7700,447767,342768887
20190408,7600,7625,7375,7550,351161,262491252
20190405,7575,7650,7500,7600,300897,228533447
20190404,7500,7625,7500,7575,465200,351524175
