20110718,6750,6750,6600,6700,210125,140076425
20110715,6700,6900,6700,6750,429465,291014975
20110714,6750,6750,6650,6750,144970,97312000
20110713,6750,6800,6650,6750,87680,58856000
20110712,6750,6800,6650,6750,229560,154010475
20110711,6800,6850,6700,6850,151095,102596875
20110708,6700,6850,6650,6800,285555,193521925
20110707,6650,6750,6600,6650,230980,154248900
20110706,6650,6650,6500,6600,250385,164602975
20110705,6900,6950,6650,6700,215115,145668325
20110704,6800,6900,6700,6900,464435,316241725
20110701,6600,6750,6550,6700,720115,480085375
20110630,6500,6550,6450,6500,405790,263763500
20110628,6450,6450,6350,6400,222435,142358400
20110627,6400,6450,6350,6400,148440,95001600
20110624,6350,6500,6350,6450,230440,148633800
20110623,6350,6400,6300,6350,264240,167792400
20110622,6400,6450,6350,6350,239155,151863425
20110621,6300,6400,6250,6350,237850,151034750
20110620,6250,6300,6200,6250,160745,100465625
20110617,6250,6250,6100,6200,235275,145870500
20110616,6350,6350,6150,6150,307495,189109425
20110615,6350,6400,6300,6400,295355,189027200
20110614,6250,6350,6200,6300,263910,166263300
20110613,6300,6300,6150,6250,183935,114959375
20110610,6350,6400,6300,6300,130500,82215000
20110609,6350,6400,6300,6300,175375,110486250
20110608,6350,6450,6300,6400,232480,148787200
20110607,6300,6450,6300,6400,190605,121987200
20110606,6400,6500,6300,6350,173485,110162975
20110603,6300,6500,6250,6500,412090,267858500
20110601,6400,6500,6250,6250,352250,220156250
20110531,6450,6500,6300,6350,368285,233860975
20110530,6250,6400,6200,6400,334490,214073600
20110527,6250,6300,6200,6250,283535,177209375
20110526,6250,6300,6200,6250,242595,151621875
20110525,6150,6200,6100,6150,388110,238687650
20110524,6200,6300,6150,6200,352900,218798000
20110523,6450,6450,6150,6250,567365,354603125
20110520,6500,6550,6450,6550,200835,131546925
20110519,6450,6550,6450,6550,721510,472589050
20110518,6200,6400,6200,6350,563035,357527225
20110516,6150,6250,6050,6150,254315,156403725
20110513,6200,6300,6150,6250,284945,178090625
20110512,6250,6300,6100,6200,341060,211457200
20110511,6200,6300,6150,6300,321335,202441050
20110510,6000,6150,6000,6150,311960,191855400
20110509,6200,6200,6000,6100,584070,356282700
20110506,6250,6300,6100,6200,602100,373302000
20110505,6350,6350,6250,6300,202120,127335600
20110504,6400,6450,6300,6400,336930,215635200
20110503,6500,6500,6350,6450,174440,112513800
20110502,6500,6600,6500,6550,359000,235145000
20110429,6550,6600,6300,6450,374855,241781475
20110428,6600,6600,6450,6550,235350,154154250
20110427,6450,6600,6450,6550,259305,169844775
20110426,6450,6500,6350,6450,198100,127774500
20110425,6500,6550,6400,6500,154155,100200750
20110421,6650,6650,6350,6500,493095,320511750
20110420,6300,6600,6300,6600,651625,430072500
20110419,6150,6250,6100,6250,339420,212137500
20110418,6200,6250,6150,6250,235515,147196875
20110415,6100,6200,6100,6150,151615,93243225
20110414,6200,6300,6050,6100,290040,176924400
20110413,6100,6250,6050,6200,315085,195352700
20110412,6100,6150,6050,6150,247710,152341650
20110411,6300,6500,6100,6150,300510,184813650
20110408,6250,6400,6200,6300,453200,285516000
20110407,6000,6200,6000,6200,592235,367185700
20110406,5700,6000,5650,5950,579630,344879850
20110405,5800,5800,5650,5750,246770,141892750
20110404,5900,5950,5750,5800,408225,236770500
20110401,5800,5950,5800,5850,432490,253006650
20110331,5500,5800,5500,5750,949910,546198250
20110330,5400,5450,5350,5400,198830,107368200
20110329,5300,5400,5200,5350,226395,121121325
20110328,5350,5350,5250,5350,170490,91212150
20110325,5350,5400,5300,5350,399260,213604100
20110324,5200,5300,5200,5300,420135,222671550
20110323,5200,5250,5100,5200,293760,152755200
20110322,5100,5200,5050,5200,306690,159478800
20110321,5050,5100,4975,5100,142260,72552600
20110318,5050,5050,4975,5000,179065,89532500
20110317,5000,5050,4950,5050,215640,108898200
20110316,5150,5150,4975,5100,335475,171092250
20110315,5200,5200,5050,5100,252220,128632200
20110314,5150,5300,5050,5250,263800,138495000
20110311,5050,5150,5000,5150,266105,137044075
20110310,5100,5150,5050,5150,87455,45039325
20110309,5200,5250,5050,5150,281190,144812850
20110308,5300,5300,5100,5150,210780,108551700
20110307,5200,5350,5150,5300,568195,301143350
20110304,4975,5250,4975,5250,1032070,541836750
20110303,4900,4925,4850,4925,451495,222361287
20110302,4850,4900,4825,4900,300250,147122500
20110301,4725,4900,4725,4900,463880,227301200
20110228,4700,4725,4625,4700,316100,148567000
20110225,4650,4750,4650,4725,134285,63449662
20110224,4700,4775,4600,4650,296500,137872500
20110223,4750,4850,4725,4800,309465,148543200
20110222,4800,4800,4725,4750,385705,183209875
20110221,4875,4925,4825,4900,280005,137202450
20110218,4800,4900,4775,4875,579085,282303937
20110217,4800,4850,4750,4800,262765,126127200
20110216,4650,4775,4625,4750,444020,210909500
20110214,4600,4675,4575,4650,284670,132371550
20110211,4575,4650,4550,4600,380210,174896600
20110210,4575,4625,4525,4550,634825,288845375
20110209,4825,4850,4600,4625,880335,407154937
20110208,4875,4900,4825,4825,380840,183755300
20110207,4950,4975,4825,4875,307295,149806312
20110204,4950,4975,4875,4900,207370,101611300
20110202,4925,5000,4900,4925,393650,193872625
20110201,4875,4925,4800,4900,552600,270774000
20110131,4950,4950,4825,4850,759655,368432675
20110128,5250,5250,5050,5100,322200,164322000
20110127,5300,5400,5150,5250,575980,302389500
20110126,5150,5350,5100,5300,586315,310746950
20110125,4900,5200,4900,5150,832490,428732350
20110124,4750,4950,4750,4875,446750,217790625
20110121,4700,4725,4550,4700,666875,313431250
20110120,4800,4825,4750,4775,257515,122963412
20110119,4950,4950,4775,4800,567205,272258400
20110118,5050,5050,4950,5000,252650,126325000
20110117,5100,5100,4925,5050,457380,230976900
20110114,5100,5150,4950,5150,381675,196562625
20110113,5050,5150,5000,5100,623440,317954400
20110112,4850,5000,4850,5000,531445,265722500
20110111,4725,4875,4650,4800,935185,448888800
20110110,9750,9750,9050,9300,908945,845318850
20110107,10250,10250,9700,9800,604570,592478600
20110106,10650,10700,10150,10350,216545,224124075
20110105,10300,10650,10100,10600,237990,252269400
20110104,10500,10550,10100,10300,278485,286839550
20110103,10600,10750,10200,10350,126655,131087925
20101230,10650,10650,10400,10500,114930,120676500
20101229,10600,10650,10500,10600,103065,109248900
20101228,10200,10600,10200,10600,84380,89442800
20101227,10050,10250,10050,10200,45915,46833300
20101223,10300,10300,10050,10300,145945,150323350
20101222,10350,10500,10250,10300,145190,149545700
